"test","movieid","title","genres","imdbid","tmdbid","userid","rating","timestamp"
9888,351,"Corrina, Corrina (1994)","Comedy|Drama|Romance",109484,10464,4,3.0,986934901
9905,352,"Crooklyn (1994)","Comedy|Drama",109504,34152,6,3.0,845555382
9907,353,"Crow, The (1994)","Action|Crime|Fantasy|Thriller",109506,9495,6,4.0,845553726
9971,354,"Cobb (1994)","Drama",109450,29973,6,4.0,845555402
9977,355,"Flintstones, The (1994)","Children|Comedy|Fantasy",109813,888,6,4.0,845553819
10019,356,"Forrest Gump (1994)","Comedy|Drama|Romance|War",109830,13,1,4.0,964980962
10348,357,"Four Weddings and a Funeral (1994)","Comedy|Romance",109831,712,4,3.0,964623306
10451,358,"Higher Learning (1995)","Drama",113305,16295,6,3.0,845555265
10460,359,"I Like It Like That (1994)","Comedy|Drama|Romance",110091,48992,6,3.0,845556412
10461,360,"I Love Trouble (1994)","Action|Comedy",110093,10879,6,3.0,845555094
10469,361,"It Could Happen to You (1994)","Comedy|Drama|Romance",110167,10660,6,4.0,845554376
10486,362,"Jungle Book, The (1994)","Adventure|Children|Romance",110213,10714,1,5.0,964982588
10520,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)","Documentary",107472,41647,387,4.0,1094877944
10522,364,"Lion King, The (1994)","Adventure|Animation|Children|Drama|Musical|IMAX",110357,8587,5,3.0,847434882
10694,365,"Little Buddha (1993)","Drama",107426,1689,64,4.0,1161566490
10698,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)","Drama|Horror|Mystery|Thriller",111686,11596,6,3.0,845554962
10710,367,"Mask, The (1994)","Action|Comedy|Crime|Fantasy",110475,854,1,4.0,964981710
10867,368,"Maverick (1994)","Adventure|Comedy|Western",110478,9359,4,4.0,945078690
10941,369,"Mrs. Parker and the Vicious Circle (1994)","Drama",110588,23333,84,4.0,858772064
10943,370,"Naked Gun 33 1/3: The Final Insult (1994)","Action|Comedy",110622,36593,6,4.0,845553794
11001,371,"Paper, The (1994)","Comedy|Drama",110771,12280,6,3.0,845554141
11022,372,"Reality Bites (1994)","Comedy|Drama|Romance",110950,2788,19,1.0,965706507
11043,373,"Red Rock West (1992)","Thriller",105226,10427,140,3.0,967048734
11054,374,"Richie Rich (1994)","Children|Comedy",110989,11011,6,3.0,845554296
11079,376,"River Wild, The (1994)","Action|Thriller",110997,8987,11,2.0,902154684
11119,377,"Speed (1994)","Action|Romance|Thriller",111257,1637,6,5.0,845553317
11290,378,"Speechless (1994)","Comedy|Romance",111256,15128,6,3.0,845554987
11297,379,"Timecop (1994)","Action|Sci-Fi|Thriller",111438,8831,19,2.0,965703885
11318,380,"True Lies (1994)","Action|Adventure|Comedy|Romance|Thriller",111503,36955,5,2.0,847434748
11496,381,"When a Man Loves a Woman (1994)","Drama|Romance",111693,10449,6,3.0,845553994
11507,382,"Wolf (1994)","Drama|Horror|Romance|Thriller",111742,10395,6,3.0,845554397
11523,383,"Wyatt Earp (1994)","Western",111756,12160,6,3.0,845554320
11544,384,"Bad Company (1995)","Action|Crime|Drama",112443,40480,91,3.5,1112717242
11546,385,"Man of No Importance, A (1994)","Drama",110455,52038,33,4.0,939716559
11547,386,"S.F.W. (1994)","Drama",111048,29444,414,3.0,961518708
11548,387,"Low Down Dirty Shame, A (1994)","Action|Comedy",110399,26352,51,3.5,1230932629
11552,388,"Boys Life (1995)","Drama",112570,39953,265,2.0,965318456
11554,389,"Colonel Chabert, Le (1994)","Drama|Romance|War",109454,41580,410,5.0,990807705
11556,390,"Faster Pussycat! Kill! Kill! (1965)","Action|Crime|Drama",59170,315,132,2.0,1161799601
11561,391,"Jason's Lyric (1994)","Crime|Drama",110186,22067,47,4.5,1496206564
11562,393,"Street Fighter (1994)","Action|Adventure|Fantasy",111301,11667,135,3.0,1009693004
11572,405,"Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)","Action|Fantasy",110027,8011,6,3.0,845554603
11584,406,"Federal Hill (1994)","Drama",109785,171857,84,3.0,860399107
11585,407,"In the Mouth of Madness (1995)","Horror|Thriller",113409,2654,19,3.0,965705059
11593,408,"8 Seconds (1994)","Drama",109021,18069,42,4.0,996255745
11595,409,"Above the Rim (1994)","Crime|Drama",109035,19092,307,2.0,1186084446
11596,410,"Addams Family Values (1993)","Children|Comedy|Fantasy",106220,2758,5,3.0,847435292
11680,412,"Age of Innocence, The (1993)","Drama",106226,10436,6,3.0,845554505
11695,413,"Airheads (1994)","Comedy",109068,13595,42,2.0,996221492
11721,414,"Air Up There, The (1994)","Comedy",109067,46094,19,2.0,965706886
11727,415,"Another Stakeout (1993)","Comedy|Thriller",106292,9409,6,4.0,845554420
11743,416,"Bad Girls (1994)","Western",109198,11853,6,3.0,845554962
11751,417,"Barcelona (1994)","Comedy|Romance",109219,16771,4,2.0,945078467
11764,418,"Being Human (1993)","Drama",106379,46924,42,3.0,996256649
11766,419,"Beverly Hillbillies, The (1993)","Comedy",106400,11041,6,3.0,845554224
11786,420,"Beverly Hills Cop III (1994)","Action|Comedy|Crime|Thriller",109254,306,19,2.0,965708098
11845,421,"Black Beauty (1994)","Adventure|Children|Drama",109279,14522,27,3.0,962685262
11857,422,"Blink (1994)","Thriller",109297,26203,19,3.0,965711481
11862,423,"Blown Away (1994)","Action|Thriller",109303,178,1,3.0,964982363
11872,424,"Blue Chips (1994)","Drama",109305,19819,42,3.0,996221407
11875,425,"Blue Sky (1994)","Drama|Romance",109306,57834,156,4.0,1106854282
11877,426,"Body Snatchers (1993)","Horror|Sci-Fi|Thriller",106452,4722,6,3.0,845554551
11884,427,"Boxing Helena (1993)","Drama|Mystery|Romance|Thriller",106471,18215,19,3.0,965712068
11896,428,"Bronx Tale, A (1993)","Drama",106489,1607,28,2.5,1240817486
11914,429,"Cabin Boy (1994)","Comedy",109361,26391,217,1.0,955945480
11920,430,"Calendar Girl (1993)","Comedy|Drama",106505,117553,575,5.0,926510655
11922,431,"Carlito's Way (1993)","Crime|Drama",106519,6075,18,4.0,1462138790
11964,432,"City Slickers II: The Legend of Curly's Gold (1994)","Adventure|Comedy|Western",109439,11310,6,5.0,845553489
12019,433,"Clean Slate (1994)","Comedy",109443,18658,42,4.0,996221323
12027,434,"Cliffhanger (1993)","Action|Adventure|Thriller",106582,9350,6,4.0,845553200
12128,435,"Coneheads (1993)","Comedy|Sci-Fi",106598,9612,6,3.0,845553489
12191,436,"Color of Night (1994)","Drama|Thriller",109456,2124,42,4.0,996220726
12198,437,"Cops and Robbersons (1994)","Comedy",109480,26261,6,3.0,845554505
12207,438,"Cowboy Way, The (1994)","Action|Comedy|Drama",109493,19176,217,3.0,955945239
12214,440,"Dave (1993)","Comedy|Romance",106673,11566,6,4.0,845553457
12290,441,"Dazed and Confused (1993)","Comedy",106677,9571,1,4.0,964980868
12332,442,"Demolition Man (1993)","Action|Adventure|Sci-Fi",106697,9739,18,3.0,1455748803
12413,444,"Even Cowgirls Get the Blues (1993)","Comedy|Romance",106834,34444,217,2.0,955945239
12419,445,"Fatal Instinct (1993)","Comedy",106873,26141,6,3.0,845555124
12431,446,"Farewell My Concubine (Ba wang bie ji) (1993)","Drama|Romance",106332,10997,33,5.0,939716559
12440,448,"Fearless (1993)","Drama",106881,10443,14,3.0,835442201
12448,449,"Fear of a Black Hat (1994)","Comedy",106880,20239,500,1.0,1005528017
12449,450,"With Honors (1994)","Comedy|Drama",111732,16297,4,2.0,986848828
12456,451,"Flesh and Bone (1993)","Drama|Mystery|Romance",106926,18551,469,4.0,965333419
12457,452,"Widows' Peak (1994)","Drama",111712,25440,33,4.0,939716519
12460,453,"For Love or Money (1993)","Comedy|Romance",106941,9024,181,3.0,845472202
12465,454,"Firm, The (1993)","Drama|Thriller",106918,37233,6,4.0,845553283
12566,455,"Free Willy (1993)","Adventure|Children|Drama",106965,1634,6,3.0,845554062
12603,456,"Fresh (1994)","Crime|Drama|Thriller",109842,13815,28,2.0,1235806094
12607,457,"Fugitive, The (1993)","Thriller",106977,5503,1,5.0,964981909
12797,458,"Geronimo: An American Legend (1993)","Drama|Western",107004,35588,6,3.0,845555546
12802,459,"Getaway, The (1994)","Action|Adventure|Crime|Drama|Romance|Thriller",109890,2087,42,3.0,996220584
12808,460,"Getting Even with Dad (1994)","Comedy",109891,41579,6,3.0,845555281
12811,461,"Go Fish (1994)","Drama|Romance",109913,18620,202,3.0,975013683
12815,464,"Hard Target (1993)","Action|Adventure|Crime|Thriller",107076,2019,91,4.0,1112716881
12825,466,"Hot Shots! Part Deux (1993)","Action|Comedy|War",107144,9255,6,2.0,845553844
12885,467,"Live Nude Girls (1995)","Comedy",113674,26271,492,5.0,863976567
12886,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)","Comedy|Romance",112966,10612,6,4.0,845553907
12908,469,"House of the Spirits, The (1993)","Drama|Romance",107151,2259,6,4.0,845555477
12913,470,"House Party 3 (1994)","Comedy",110064,16097,294,1.0,966597212
12914,471,"Hudsucker Proxy, The (1994)","Comedy",110074,11934,32,3.0,856737165
12954,472,"I'll Do Anything (1994)","Comedy|Drama",110097,106143,6,3.0,845555632
12960,473,"In the Army Now (1994)","Comedy|War",110123,12475,57,2.0,965799622
12967,474,"In the Line of Fire (1993)","Action|Thriller",107206,9386,5,4.0,847435337
13037,475,"In the Name of the Father (1993)","Drama",107207,7984,4,5.0,945174290
13062,476,"Inkwell, The (1994)","Comedy|Drama",110137,59930,266,1.0,945669205
13063,477,"What's Love Got to Do with It? (1993)","Drama|Musical",108551,15765,6,4.0,845554141
13080,478,"Jimmy Hollywood (1994)","Comedy|Crime|Drama",110197,31643,599,2.5,1498515125
13081,479,"Judgment Night (1993)","Action|Crime|Thriller",107286,6,51,2.0,1230931569
13085,480,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller",107290,329,1,4.0,964982346
13323,481,"Kalifornia (1993)","Drama|Thriller",107302,10909,28,3.0,1242290652
13342,482,"Killing Zoe (1994)","Crime|Drama|Thriller",110265,507,51,3.5,1230930599
13350,484,"Lassie (1994)","Adventure|Children",110305,29918,43,5.0,848995032
13352,485,"Last Action Hero (1993)","Action|Adventure|Comedy|Fantasy",107362,9593,6,3.0,845553794
13405,486,"Life with Mikey (1993)","Comedy",107413,42580,19,2.0,965707828
13408,487,"Lightning Jack (1994)","Comedy|Western",110353,22317,115,5.0,944951378
13412,488,"M. Butterfly (1993)","Drama|Romance",107468,1413,474,3.0,1047569232
13413,489,"Made in America (1993)","Comedy",107478,12121,6,3.0,845554505
13424,490,"Malice (1993)","Thriller",107497,2246,6,3.0,845554584
13436,491,"Man Without a Face, The (1993)","Drama",107501,10502,6,4.0,845554141
13453,492,"Manhattan Murder Mystery (1993)","Comedy|Mystery",107507,10440,4,5.0,945079872
13467,493,"Menace II Society (1993)","Action|Crime|Drama",107554,9516,6,3.0,845555172
13479,494,"Executive Decision (1996)","Action|Adventure|Thriller",116253,2320,6,3.0,845554176
13520,495,"In the Realm of the Senses (Ai no corrida) (1976)","Drama",74102,5879,603,5.0,953927108
13521,496,"What Happened Was... (1994)","Comedy|Drama|Romance|Thriller",111689,83718,191,5.0,829760898
13522,497,"Much Ado About Nothing (1993)","Comedy|Romance",107616,11971,6,3.0,845553819
13565,499,"Mr. Wonderful (1993)","Comedy|Romance",107613,31911,294,2.0,966596753
13567,500,"Mrs. Doubtfire (1993)","Comedy|Drama",107614,788,1,3.0,964981208
13711,501,"Naked (1993)","Drama",107653,21450,125,4.5,1474295924
13717,502,"Next Karate Kid, The (1994)","Action|Children|Romance",110657,11231,6,3.0,845554455
13732,504,"No Escape (1994)","Action|Drama|Sci-Fi",110678,10447,217,3.0,955941505
13734,505,"North (1994)","Comedy",110687,31586,6,3.0,845555317
13741,506,"Orlando (1992)","Drama|Fantasy|Romance",107756,9300,603,5.0,963179949
13743,507,"Perfect World, A (1993)","Crime|Drama|Thriller",107808,9559,28,4.0,1242032956
13756,508,"Philadelphia (1993)","Drama",107818,9800,6,4.0,845553586
13822,509,"Piano, The (1993)","Drama|Romance",107822,713,4,1.0,945079106
13883,510,"Poetic Justice (1993)","Drama",107840,8291,6,3.0,845555546
13884,511,"Program, The (1993)","Action|Drama",107889,18133,11,4.0,902154514
13886,512,"Puppet Masters, The (1994)","Horror|Sci-Fi",111003,25557,19,2.0,965703885
13890,513,"Radioland Murders (1994)","Comedy|Mystery|Romance",110939,22588,19,3.0,965707637
13894,514,"Ref, The (1994)","Comedy",110955,10872,40,5.0,832060128
13912,515,"Remains of the Day, The (1993)","Drama|Romance",107943,1245,5,3.0,847435129
13936,516,"Renaissance Man (1994)","Comedy|Drama",110971,11858,6,4.0,845554908
13954,517,"Rising Sun (1993)","Action|Drama|Mystery",107969,7007,217,4.0,956195125
13963,518,"Road to Wellville, The (1994)","Comedy",111001,10467,57,2.0,972175291
13967,519,"RoboCop 3 (1993)","Action|Crime|Drama|Sci-Fi|Thriller",107978,5550,43,5.0,848994479
13988,520,"Robin Hood: Men in Tights (1993)","Comedy",107977,8005,6,3.0,845553844
14057,521,"Romeo Is Bleeding (1993)","Crime|Thriller",107983,2088,346,3.5,1094646292
14060,522,"Romper Stomper (1992)","Action|Drama",105275,10412,51,3.5,1230931540
14067,523,"Ruby in Paradise (1993)","Drama",108000,47889,66,4.0,1113190866
14071,524,"Rudy (1993)","Drama",108002,14534,6,3.0,845554479
14105,526,"Savage Nights (Nuits fauves, Les) (1992)","Drama",105032,41878,603,4.0,963180075
14106,527,"Schindler's List (1993)","Drama|War",108052,424,1,5.0,964984002
14326,528,"Scout, The (1994)","Comedy|Drama",111094,35233,109,3.0,841275665
14329,529,"Searching for Bobby Fischer (1993)","Drama",108065,14291,11,5.0,902155043
14369,531,"Secret Garden, The (1993)","Children|Drama",108071,11236,5,4.0,847435258
14393,532,"Serial Mom (1994)","Comedy|Crime|Horror",111127,11592,6,3.0,845554224
14409,533,"Shadow, The (1994)","Action|Adventure|Fantasy|Mystery",111143,8850,91,4.0,1112716908
14427,534,"Shadowlands (1993)","Drama|Romance",108101,10445,5,3.0,847435311
14441,535,"Short Cuts (1993)","Drama",108122,695,66,5.0,1113190283
14456,536,"Simple Twist of Fate, A (1994)","Drama",111194,43535,6,3.0,845556181
14459,537,"Sirens (1994)","Drama",111201,12519,6,3.0,845554551
14471,538,"Six Degrees of Separation (1993)","Drama",108149,23210,4,5.0,945078636
14483,539,"Sleepless in Seattle (1993)","Comedy|Drama|Romance",108160,858,4,1.0,964538832
14589,540,"Sliver (1993)","Thriller",108162,867,6,3.0,845554099
14607,541,"Blade Runner (1982)","Action|Sci-Fi|Thriller",83658,78,16,4.5,1377477340
14731,542,"Son in Law (1993)","Comedy|Drama|Romance",108186,13203,6,4.0,845554524
14745,543,"So I Married an Axe Murderer (1993)","Comedy|Romance|Thriller",108174,10442,1,4.0,964981179
14786,544,"Striking Distance (1993)","Action|Crime",108238,11074,36,3.0,1100803734
14794,546,"Super Mario Bros. (1993)","Action|Adventure|Children|Comedy|Fantasy|Sci-Fi",108255,9607,6,2.0,845554349
14815,547,"Surviving the Game (1994)","Action|Adventure|Thriller",111323,17585,244,4.0,975090740
14817,548,"Terminal Velocity (1994)","Action|Mystery|Thriller",111400,9057,6,3.0,845554908
14823,549,"Thirty-Two Short Films About Glenn Gould (1993)","Drama|Musical",108328,20967,410,5.0,990728275
14825,550,"Threesome (1994)","Comedy|Romance",111418,10635,42,5.0,996216357
14830,551,"Nightmare Before Christmas, The (1993)","Animation|Children|Fantasy|Musical",107688,9479,19,5.0,965706163
14923,552,"Three Musketeers, The (1993)","Action|Adventure|Comedy|Romance",108333,10057,1,4.0,964982653
14984,553,"Tombstone (1993)","Action|Drama|Western",108358,11969,1,5.0,964984153
15049,555,"True Romance (1993)","Crime|Thriller",108399,319,18,4.0,1504907725
15114,556,"War Room, The (1993)","Documentary",108515,26408,275,4.0,1049079432
15120,558,"Pagemaster, The (1994)","Action|Adventure|Animation|Children|Fantasy",110763,15139,19,2.0,965704355
15128,562,"Welcome to the Dollhouse (1995)","Comedy|Drama",114906,11446,33,5.0,939715485
15151,563,"Germinal (1993)","Drama|Romance",107002,51980,606,4.0,1171324691
15152,564,"Chasers (1994)","Comedy",109403,24405,217,1.0,955945521
15154,567,"Kika (1993)","Comedy|Drama",107315,8223,132,2.0,1157992669
15157,568,"Bhaji on the Beach (1993)","Comedy|Drama",106408,14587,436,4.0,833532043
15159,569,"Little Big League (1994)","Comedy|Drama",110363,31504,6,4.0,845555342
15165,573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)","Drama",107225,23637,606,3.5,1171328427
15166,574,"Spanking the Monkey (1994)","Comedy|Drama",111252,17600,202,3.0,975013195
15170,575,"Little Rascals, The (1994)","Children|Comedy",110366,10897,6,3.0,845555070
15186,577,"Andre (1994)","Adventure|Children|Drama",109120,21352,234,3.0,1004409190
15190,579,"Escort, The (Scorta, La) (1993)","Crime|Thriller",108059,68806,606,3.0,1171500850
15191,580,"Princess Caraboo (1994)","Drama",110892,37345,33,1.0,939715414
15196,581,"Celluloid Closet, The (1995)","Documentary",112651,32562,90,4.0,856354288
15200,583,"Dear Diary (Caro Diario) (1994)","Comedy|Drama",109382,25403,606,4.0,1173570271
15201,585,"Brady Bunch Movie, The (1995)","Comedy",112572,9066,38,3.0,841341570
15237,586,"Home Alone (1990)","Children|Comedy",99785,771,8,3.0,839463702
15353,587,"Ghost (1990)","Comedy|Drama|Fantasy|Romance|Thriller",99653,251,6,5.0,845553381
15468,588,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical",103639,812,4,4.0,945079670
15651,589,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi",103064,280,5,3.0,847435258
15875,590,"Dances with Wolves (1990)","Adventure|Drama|Western",99348,581,1,4.0,964982546
16039,592,"Batman (1989)","Action|Crime|Thriller",96895,268,1,4.0,964982271
16228,593,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller",102926,274,1,4.0,964983793
16507,594,"Snow White and the Seven Dwarfs (1937)","Animation|Children|Drama|Fantasy|Musical",29583,408,5,5.0,847435238
16584,595,"Beauty and the Beast (1991)","Animation|Children|Fantasy|Musical|Romance|IMAX",101414,10020,4,3.0,986848609
16730,596,"Pinocchio (1940)","Animation|Children|Fantasy|Musical",32910,10895,1,5.0,964982838
16790,597,"Pretty Woman (1990)","Comedy|Romance",100405,114,5,3.0,847434962
16925,599,"Wild Bunch, The (1969)","Adventure|Western",65214,576,4,2.0,945078587
16936,600,"Love and a .45 (1994)","Action|Comedy|Crime",110395,15477,182,4.0,1055153489
16937,602,"Great Day in Harlem, A (1994)","Documentary",109934,124472,603,4.0,954482018
16938,605,"One Fine Day (1996)","Drama|Romance",117247,7300,31,4.0,852207559
16948,606,"Candyman: Farewell to the Flesh (1995)","Fantasy|Horror",112625,10824,6,3.0,845555024
16952,608,"Fargo (1996)","Comedy|Crime|Drama|Thriller",116282,275,1,5.0,964982931
17133,609,"Homeward Bound II: Lost in San Francisco (1996)","Adventure|Children",116552,25059,6,4.0,845555342
17147,610,"Heavy Metal (1981)","Action|Adventure|Animation|Horror|Sci-Fi",82509,11827,19,3.0,965703785
17180,611,"Hellraiser: Bloodline (1996)","Action|Horror|Sci-Fi",116514,8766,19,2.0,965704056
17186,612,"Pallbearer, The (1996)","Comedy",117283,23570,31,3.0,852208599
17192,613,"Jane Eyre (1996)","Drama|Romance",116684,47333,33,5.0,939715859
17200,615,"Bread and Chocolate (Pane e cioccolata) (1973)","Comedy|Drama",70506,51242,597,3.0,941640505
17201,616,"Aristocats, The (1970)","Animation|Children",65421,10112,6,5.0,845554062
17246,617,"Flower of My Secret, The (La flor de mi secreto) (1995)","Comedy|Drama",113083,4307,90,4.0,856354348
17249,618,"Two Much (1995)","Comedy|Romance",118001,46029,314,3.0,845285443
17250,619,"Ed (1996)","Comedy",116165,32308,274,3.5,1172458048
